Facility,Industry,State,Latitude,Longitude,Total
ABERDEEN RD CO HERCULITE /EMIGSVILLE,Textiles and Leather, PA,40.013878,-76.729412,1
ABERDEEN ROAD COMPANY D/B/A HERCULITE PROD,Chemical Mfg, PA,40.015787,-76.726143,1
ABERDEEN ROAD COMPANY D/B/A HERCULITE PROD,Textiles and Leather, PA,40.015787,-76.726143,1
ABERDEEN SANITARY LANDFILL,Waste Management, WA,46.975937,-123.749924,1
ABERDEEN WWT,Waste Management, SD,45.46327,-98.4866,1
ABERDEEN WWTP,Waste Management, ID,42.94114,-112.825714,1
ABERDEEN WWTP,Waste Management, MD,39.51003,-76.15004,1
ABERDEEN WWTP,Waste Management, WA,46.964652,-123.829651,1
ABERDEEN  CITY OF (BIOSOLIDS),Waste Management, SD,45.428557,-98.478871,1
ABERNATHY FINISH MASTER  LLC,Furniture and Carpet, FL,26.56783,-81.8575,1
ABERNATHY REFINED PRODUCTS TERMINAL,Petroleum, TX,33.876324,-101.868562,1
ABERNATHY TRANSFER STATION COMPOST FACILITY,Waste Management, CA,40.575488,-122.314786,1
ABES AUTO RECYCLERS,Waste Management, HI,21.412382,-157.971763,1
ABET USA INC,Paper Mills and Products, WI,43.106579,-88.480713,1
ABET USA INC,Paper Mills and Products, WI,43.215575,-88.52362,1
ABEX CORP-SIGNAL STAT DIVISION,Glass Products, NY,40.70586,-73.96798,1
ABEX NWL AEROSPACE,Electronics Industry, GA,32.509075,-82.950327,1
ABF,Cleaning Product Mfg, IL,42.336253,-87.900488,1
ABF LABORATORIES,Cleaning Product Mfg, IL,42.393618,-87.889293,1
ABF LABORATORIES,Paints and Coatings, IL,42.393618,-87.889293,1
ABF LABS  INC. (ABF3),Cleaning Product Mfg, IL,42.327212,-87.884569,1
ABF LABS  INC. (ABF3),Paints and Coatings, IL,42.327212,-87.884569,1
ABG 36 & 25 PAD,Oil and Gas, LA,30.229559,-93.358015,1
ABG 37-14-11 PAD,Oil and Gas, LA,32.01093,-93.729925,1
ABG NORTH AMERICA,Chemical Mfg, IL,38.692685,-90.182462,1
ABI - ABILENE RGNL,Airports (Part 139), TX,32.41133333,-99.68188889,1
ABIA AUS431,Airports, TX,30.21781,-97.66907,1
ABIBOW US INC.,Paper Mills and Products, AL,31.571493,-87.493092,1
ABIDE FARMS  LLC,Waste Management, AR,34.894722,-92.470917,1
ABIE BURN SITE,Waste Management, NE,41.33298,-96.95102,1
ABILENE AERO ABILENE REGIONAL AIRPORT,Airports, TX,32.4132,-99.68089,1
ABILENE CELEX SERVICES,Chemical Mfg, TX,32.447565,-99.714038,1
ABILENE ENVIRONMENTAL LANDFILL,Waste Management, TX,32.523921,-99.750711,1
ABILENE ENVIRONMENTAL LANDFILL,Waste Management, TX,32.5341,-99.7523,1
ABILENE ENVIRONMENTAL LANDFILL INC,Waste Management, TX,32.531388,-99.756111,1
ABILENE LANDFILL,Waste Management, TX,32.523611,-99.753055,1
ABILENE LANDFILL,Waste Management, TX,32.533183,-99.753553,1
ABILENE LANDFILL,Waste Management, TX,32.538975,-99.755542,1
ABILENE PERFECT ENERGY - MOSHER 1-1H,Oil and Gas, CO,38.938869,-103.388344,1
ABILENE PLANT,Consumer Products, TX,32.428611,-99.649722,1
ABILENE REGIONAL LANDFILL,Waste Management, TX,32.534633,-99.753812,1
ABILENE SITE LANDFILL,Waste Management, KS,38.93878,-97.16725,1
ABILENE  CITY OF,Airports, KS,37.952912,-100.83076,1
ABILENE  CITY OF,Airports, KS,38.90797,-97.23267,1
ABILITIES UNLIMITED  INC,Metal Coating, CO,38.82875,-104.78872,1
ABILITY ENGINEERING,Metal Machinery Mfg, IL,41.601624,-87.629855,1
ABINGDON MEMORIAL ARC,National Defense, VA,36.718674,-81.960928,1
ABINGDON MHP LLC,Waste Management, VA,36.708921,-81.939035,1
ABINGDON REGIONAL WWTP,Waste Management, VA,36.68706,-81.98219,1
ABINGDON VOLUNTEER FIRE COMPANY,Fire Protection, MD,39.47052,-76.29295,1
ABINGTON LANDFILL,Waste Management, MA,41.963625,-70.806327,1
ABINGTON TRANSFER STATION,Waste Management, PA,40.131219,-75.154605,1
ABIOMED,Metal Machinery Mfg, MA,42.574047,-70.916021,1
ABIOMED INC,Electronics Industry, MA,42.52509,-71.14182,1
ABIOMED INC,Metal Machinery Mfg, MA,42.52509,-71.14182,1
ABIOMED INC,Metal Machinery Mfg, MA,42.57579,-70.91602,1
ABITA MARBLE CO INC,Metal Coating, LA,30.52847,-90.20673,1
ABITEC CORP JANESVILLE PLANT,Chemical Mfg, WI,42.659167,-89.018611,1
ABITIBI BOWATER,Chemical Mfg, TN,35.623635,-89.619446,1
ABITIBI CONSOLIDATED SITE,Paper Mills and Products, WA,47.185374,-122.575772,1
ABL ENTERPRISES INC,Metal Machinery Mfg, LA,30.3599,-92.04988,1
ABL INDUSTRIES LLC,Metal Coating, LA,30.321412,-92.141487,1
ABL TECHNIC NORTH AMERICA CORP,Metal Coating, GA,33.55329,-84.5844,1
ABLE AIR CORPORATION,Furniture and Carpet, CA,34.254575,-118.40898,1
ABLE ANODIZING CORP,Metal Coating, NY,40.63064,-73.94258,1
ABLE CARD LLC,Printing, CA,34.128329,-117.929756,1
ABLE CARD LLC,Printing, CA,34.132985,-117.928414,1
ABLE CASTING,Metal Coating, IL,41.8852,-87.72199,1
ABLE CHARTER SCHOOLS,Waste Management, CA,38.010395,-121.316648,1
ABLE CLEAN UP TECHNOLOGIES TRANSFER FACILITY,Waste Management, WA,47.70845,-117.34991,1
ABLE COMPRESSOR STATION,Oil and Gas, OK,34.52806,-96.2673,1
ABLE DEGASSING INC,Waste Management, CA,33.80697,-117.98999,1
ABLE DEGASSING INC,Waste Management, CA,34.00138,-117.83063,1
ABLE DEGASSING INC DBA ABLE ENVIRONMENTAL SERVICES,Waste Management, CA,33.802943,-117.987057,1
ABLE DEGASSING INC DBA ABLE ENVIRONMENTAL SERVICES,Waste Management, CA,33.806511,-117.984519,1
ABLE DEGASSING INC DBA ABLE ENVIRONMENTAL SERVICES,Waste Management, CA,33.808905,-117.992172,1
ABLE DEGASSING INC DBA ABLE ENVIRONMENTAL SERVICES,Waste Management, CA,34.041202,-117.62555,1
ABLE ELECTRONICS CORP,Electronics Industry, CA,37.610373,-122.05483,1
ABLE ELECTRO-POLISHING CO,Metal Coating, IL,41.84465,-87.69794,1
ABLE ELECTRO-POLISHING CO,Metal Coating, IL,41.853901,-87.736397,1
ABLE ENGINEERING,Metal Coating, AZ,33.39745,-112.01731,1
ABLE ENGINEERING & COMPONENT SERVICES INC,Metal Coating, AZ,33.300484,-111.669155,1
ABLE ENVIRONMENTAL,Waste Management, NY,40.78519,-73.12102,1
ABLE FAB N WELD LLC,Metal Coating, WI,44.079526,-91.357582,1
ABLE MACHINE-HYDRAULICS INC,Metal Coating, SC,34.963708,-82.321884,1
ABLE MANUFACTURING & ASSEMBLY LLC,Metal Machinery Mfg, MO,37.081322,-94.549797,1
ABLE MANUFACTURING & ASSEMBLY LLC,Plastics and Resins, MO,37.081322,-94.549797,1
ABLE MANUFACTURING & ASSEMBLY LLC,Plastics and Resins, MO,37.083851,-94.562019,1
ABLE MANUFACTURING CORPORATION 7TH STREET,Plastics and Resins, MO,37.08385,-94.56201,1
ABLE METALS PLATING,Metal Coating, CA,37.74892,-122.1843,1
ABLE PLATING COMPANY,Metal Coating, NC,35.27527,-81.22377,1
ABLE PRINTING & GRAPHICS,Printing, CO,39.58053,-104.90552,1
ABLE SANDBLASTING AND POWDER COATING,Metal Coating, CA,32.822679,-116.963367,1
ABLE TANNER AND STEFANI RESIDENCE,Waste Management, VA,38.70188,-77.89738,1
ABLE TRADER CORPORATION,Printing, CA,34.042081,-117.824796,1
ABLE WEST LLC,Metal Coating, NV,39.55177,-119.53998,1
ABLESTIK LABORATORIES,Plastics and Resins, CA,33.86774,-118.28928,1
ABLON FINISHES INC,Paints and Coatings, NJ,40.73081,-74.13267,1
ABLON FINISHES INC,Paints and Coatings, NJ,40.731062,-74.133673,1
ABM AVIATION,Airports, TX,32.900625,-97.022796,1
ABNEY MILLS-CLOSED,Textiles and Leather, SC,34.50408,-82.65727,1
ABNEY OIL CO,Petroleum, IL,37.713068,-88.565374,1
ABOUND SOLAR,Electronics Industry, CO,40.11742,-104.97974,1
ABOUND SOLAR,Electronics Industry, CO,40.5798,-104.99462,1
ABOUND SOLAR LONGMONT FACILITY,Electronics Industry, CO,40.140833,-104.986944,1
ABOX PAPERBOARD,Textiles and Leather, TX,32.58439,-96.30181,1
ABP ENTERPRISES  LLC (ARBOR VILLAGE WPCP),Waste Management, GA,33.754889,-84.708833,1
ABQ - ALBUQUERQUE INTL SUNPORT,Airports (Part 139), NM,35.03893056,-106.6082611,1
ABQ L&L ELECTRONICS INC,Electronics Industry, NM,35.1112,-106.63379,1
ABQ MANUFACTURING INC.,Metal Coating, NM,35.17582,-106.5901,1
ABQ MANUFACTURING  INC.,Metal Coating, NM,35.09722,-106.64203,1
ABQ QUICKFLIGHT SERVICES,Airports, NM,35.04962,-106.6184,1
ABR - ABERDEEN RGNL,Airports (Part 139), SD,45.44679722,-98.42244167,1
ABR SEPTIC SERVICE INC,Waste Management, MO,38.30929,-90.6848,1
ABR TECHNOLOGY CORP,Metal Coating, NJ,41.04519,-74.62292,1
ABRACADABRA,Paints and Coatings, TX,32.983805,-96.851649,1
ABRAMS AIRBORNE MFG INC,Metal Coating, AZ,32.27456,-111.00338,1
ABRAMS MUNICIPAL AIRPORT,Airports, MI,42.774037,-84.738806,1
ABRASIVE BLAST UNIT,Metal Machinery Mfg, TX,29.749215,-95.120421,1
ABRASIVE BLASTING  COATING,Metal Coating, CA,38.09672,-122.27001,1
ABRASIVE BLASTING & COATING,Metal Coating, TN,35.069618,-85.265091,1
ABRASIVE BLASTING & COATING SERVICES,Metal Coating, SC,34.9514,-82.02041,1
ABRASIVE BLASTING COMPANY,Metal Coating, MO,38.68722,-90.34759,1
ABRASIVE FINISHING INC,Metal Machinery Mfg, MI,42.32488,-83.96483,1
ABRASIVE PROCESSING & TECHNOLOGIES  LLC.,Metal Coating, IN,39.936536,-85.846033,1
ABRASIVE PROCESSING AND TECHNOLOGIES,Metal Coating, IN,39.936645,-85.841365,1
ABRASIVE TECHNOLOGY INC,Metal Coating, OH,40.16099,-83.01345,1
ABRAXAS I,Waste Management, PA,41.546397,-79.128065,1
ABRAXAS PETROLEUM 430 PERMIAN BASIN,Oil and Gas, TX,29.636194,-98.485142,1
ABRAXAS PETROLEUM CORPORATION - ROCKIES,Oil and Gas, TX,29.6159,-98.48196,1
ABRISA INDUSTRIAL GLASS,Glass Products, CA,34.357734,-119.041556,1
ABRISA INDUSTRIAL GLASS INC,Glass Products, CA,34.35439,-119.04742,1
A-BRITE PLATING CO,Metal Coating, OH,41.4696,-81.77266,1
ABS GRAPHICS INC,Printing, IL,41.908964,-88.032435,1
ABS GRAPHICS INC,Printing, IL,41.98225,-88.03145,1
ABSOLICS 5G,Electronics Industry, GA,33.621373,-83.814436,1
ABSOLUTAIRE INC,Metal Machinery Mfg, MI,42.34012,-85.55796,1
ABSOLUTE COATINGS INC,Paints and Coatings, NY,40.84774,-73.84234,1
ABSOLUTE ENERGY,Chemical Mfg, IA,43.49951,-92.91709,1
ABSOLUTE GRAPHIC SOLUTIONS LLC,Metal Coating, MI,42.91091,-83.62975,1
ABSOLUTE METAL FINISHING INC,Metal Coating, MA,42.172955,-71.2016,1
ABSOLUTE PERFECTION ELECTROST,Metal Coating, MN,44.97663,-93.06733,1
ABSOLUTE POWDER COATING LLC,Metal Coating, NM,35.10914,-106.61579,1
ABSOLUTE SPILL RESPONSE,Waste Management, VT,44.197399,-72.503313,2
ABSOLUTE TURNKEY SERVICES DBA ABSOLUTE EMS,Electronics Industry, CA,37.384936,-121.946207,1
ABSOLUTE TURNKEY SERVICES INC,Electronics Industry, CA,37.38533,-121.94636,1
ABSOLUTE WASTE SOLUTIONS  INC.,Waste Management, OK,35.225218,-96.956632,1
ABSORBABLE POLYMERS INTERNATIONAL,Plastics and Resins, AL,33.435002,-86.850275,1
ABSORBENT TECHNOLOGIES,Chemical Mfg, OR,44.615561,-123.102643,1
ABSORBENT TECHNOLOGIES SITE,Chemical Mfg, OR,44.621557,-123.102006,1
ABSTRAX LABS INC,Chemical Mfg, CA,33.780911,-118.196312,1
ABT INCORPORATED,Plastics and Resins, NC,35.71755,-80.88641,1
ABTREX INDUSTRIES INC.,Plastics and Resins, PA,40.562438,-80.213456,1
ABU COMPRESSOR STATION,Oil and Gas, NM,32.12312,-103.175723,1
ABUNDANT LIFE CHRISTIAN FELLOWSHIP,Waste Management, VA,38.24188,-78.04617,1
ABW TECHNOLOGIES,Metal Machinery Mfg, WA,48.16951,-122.13946,1
ABX AIR  INC. D/B/A AIRBORNE EXPRESS,Airports, CO,39.83299,-104.68087,1
ABX ENGINEERING,Electronics Industry, CA,37.598536,-122.371269,1
ABX INNOVATIVE PACKAGING,Printing, WI,43.072537,-88.20989,1
ABX SOLUTIONS  LLC,Paper Mills and Products, LA,32.775653,-93.072757,1
ABY - SOUTHWEST GEORGIA RGNL,Airports (Part 139), GA,31.53552778,-84.19447222,1
AC & S INC,Chemical Mfg, WV,38.4235,-81.8448,1
AC & S  INC.,Chemical Mfg, WV,38.421522,-81.844008,1
AC 857 A,Oil and Gas, TX,26.295556,-94.897778,1
AC AVALANCHE,Industrial Gas, TX,32.7535,-97.0523,1
AC COATING,Metal Coating, CA,33.8575,-117.84467,1
AC CONCRETE & MATERIALS - SNOWSTORM S&G,Mining and Refining, CO,39.251389,-106.037222,1
AC CUSHION MOLDERS,Plastics and Resins, WA,47.34724,-122.06665,1
AC INC,Metal Machinery Mfg, AL,34.78497,-86.53132,1
AC IND,Industrial Gas, GA,33.45074,-81.92465,1
AC LABEL COMPANY,Printing, CA,37.47812,-121.92516,1
AC LAWRENCE LEATHER,Textiles and Leather, ME,44.21817,-70.51413,1
AC LAWRENCE LEATHER,Textiles and Leather, NH,42.781139,-72.385,1
AC MOLDING COMPOUNDS,Plastics and Resins, CT,41.435194,-72.841866,1
AC MOLDING COMPOUNDS PMC DIVISION,Plastics and Resins, TX,32.71673,-96.87418,1
AC PITTS A TANK BATTERY,Metal Coating, LA,32.759202,-93.9792,1
AC PLASTIQUES USA LLC,Paper Mills and Products, LA,30.47262,-91.10062,1
AC POLYMERS INC,Plastics and Resins, MS,34.870253,-89.669006,1
AC POWDER COATING,Metal Coating, CA,40.44197,-122.29067,1
AC TRANSPORTATION,Waste Management, CA,37.751553,-121.450721,1
AC UNIVERSAL CIRCUITS  LLC,Electronics Industry, MN,45.11571,-93.42197,1
AC&S  INC.   NITRO,Chemical Mfg, WV,38.431867,-81.846535,1
ACAA REHABILITATION OF TAXIWAY B,Airports, PA,40.501003,-80.250952,1
ACADEMY CORPORATION,Metal Machinery Mfg, NM,35.14159,-106.60403,1
ACADEMY DIE CASTING & PLATING CO,Metal Coating, NJ,40.524217,-74.394562,1
ACADEMY PRINTERS,Printing, NM,35.10914,-106.61579,1
ACADEMY RECYCLING FAC,Waste Management, PA,40.046116,-75.006319,1
ACADEMY SPORTS #59,Paper Mills and Products, LA,32.3985,-93.749332,1
ACADEMY TENT INC,Textiles and Leather, CA,33.99535,-118.19111,1
ACADIA GAS PROCESSING PLANT,Oil and Gas, LA,30.21821,-92.50929,1
ACADIA PARISH SANITARY LANDFILL,Waste Management, LA,30.256038,-92.532637,1
ACADIAN CONTRACTORS INC,Metal Coating, LA,29.902985,-92.111514,1
ACADIAN REVALIDE UTILITIES,Waste Management, MS,31.238889,-89.298333,1
ACADIAN SHIPYARD INC,Metal Coating, LA,29.552185,-90.53357,1
ACADIANA CD FACILITY,Waste Management, LA,30.124105,-92.16691,1
ACADIANA LANDFILL LLC,Waste Management, LA,30.323841,-92.026253,1
ACADIANA OIL & ENVIRONMENTAL,Petroleum, LA,30.02385,-91.82115,1
ACADIANA OIL & ENVIRONMENTAL FRANKLIN,Petroleum, LA,29.791147,-91.507299,1
ACADIANA OIL & ENVIRONMENTAL TERMINAL,Petroleum, LA,29.68025,-91.22416,1
ACADIANA SANDBLAST & PAINT LLC,Metal Coating, LA,30.10112,-91.921017,1
ACADIANA SUBDIVISION,Waste Management, MS,33.41043,-88.81035,1
ACADIA-ST LANDRY HOS,Waste Management, LA,30.394589,-92.211473,1
ACAL UNIVERSAL GRINDING,Metal Coating, MI,42.521173,-82.911478,1
ACAL UNIVERSAL GRINDING,Metal Machinery Mfg, MI,42.521173,-82.911478,1
ACAPULCO POLISHING CORP,Metal Coating, CA,33.89436,-118.21358,1
ACC CHEMICAL CO. & GETTY CHEM,Waste Management, IA,41.801014,-90.299064,1
ACC COATINGS,Chemical Mfg, NJ,40.58293,-74.48107,1
ACC COATINGS CORP,Chemical Mfg, NJ,40.56907,-74.49844,1
ACC ENTERPRISE,Metal Coating, KY,36.99109,-88.62068,1
ACCEL INTERNATIONAL HOLDINGS  INC.,Metal Coating, CT,41.549808,-72.919768,1
ACCEL PLASTICS,Plastics and Resins, WA,47.343056,-122.241944,1
ACCELENT,Metal Machinery Mfg, IL,42.12588,-87.91364,1
ACCELERATED ASSEMBLIES INC,Electronics Industry, IL,42.01494,-87.95063,1
ACCELERATED MEDIA TECHNOLOGIES,Electronics Industry, MA,42.22028,-71.82497,1
ACCELLA POLYURETHANE SYSTEMS,Chemical Mfg, GA,34.14721,-84.83538,1
ACCELLA POLYURETHANE SYSTEMS,Plastics and Resins, GA,34.14721,-84.83538,1
ACCELLA POLYURETHANE SYSTEMS LLC,Plastics and Resins, CA,33.844947,-118.227872,1
ACCELLA POLYURETHANE SYSTEMS LLC,Plastics and Resins, CA,34.09846,-117.55582,1
ACCELLA POLYURETHANE SYSTEMS LLC,Plastics and Resins, TN,35.06118,-85.274261,1
ACCELLENT,Metal Machinery Mfg, GA,34.88056,-85.50447,1
ACCELLENT ENDOSCOPY,Metal Machinery Mfg, CT,41.61287,-73.0894,1
ACCELLENT ORTHOPAEDICS,Metal Machinery Mfg, MA,42.115781,-72.205613,1
ACCENT INDUSTRIES INC,Textiles and Leather, CA,33.7194,-117.84735,1
ACCENT INK  INCORPORATED,Chemical Mfg, CA,34.0176,-118.20866,1
ACCENT METAL FINISHING INC,Metal Coating, IL,41.949503,-87.860374,1
ACCENT PLATING,Metal Coating, RI,41.86542,-71.40229,1
ACCENT PRODUCTS DIVISION,Paints and Coatings, IL,42.197603,-88.086518,1
ACCENT PUBLICATION,Printing, CO,39.7249,-105.13655,1
ACCESS BUSINESS GROUP  LLC,Chemical Mfg, MI,42.955455,-85.479053,1
ACCESS BUSINESS GROUP  LLC,Cleaning Product Mfg, MI,42.955455,-85.479053,1
ACCESS BUSINESS GROUP  LLC,Paper Mills and Products, MI,42.955455,-85.479053,1
ACCESS BUSINESS GROUP  LLC,Printing, MI,42.955455,-85.479053,1
ACCESS CHEMICAL & SERVICES LLC,Chemical Mfg, TX,29.60776,-95.48872,1
ACCESS CLOSURE INC,Metal Machinery Mfg, CA,37.40993,-121.98225,1
ACCESS DIRECT GRAPHICS LLC,Printing, NJ,39.92462,-74.96589,1
ACCESS MIDSTREAM GA/WEST CEMENT CMPSR ST,Oil and Gas, OK,34.97524,-98.29665,1
ACCESS MIDSTREAM GAS SERVICES LLC | LAKE MURRAY CMPSR STA,Oil and Gas, OK,34.125122,-97.055849,1
ACCESS PLATING INDUSTRIES INC,Metal Coating, IL,41.97637,-87.95814,1
ACCESSA COATING SOLUTIONS,Paints and Coatings, IN,41.646528,-86.007639,1
ACCESSA COATINGS SOLUTIONS,Paints and Coatings, IN,39.771065,-86.139442,1
ACCESSA COATINGS SOLUTIONS,Paints and Coatings, IN,41.7111,-85.9655,1
"ACCESSORIES MARKETING  INC. (AKA ""SLIME"")",Chemical Mfg, AR,34.681194,-92.318028,1
ACCI SPECIALTY MATERIALS LLC,Chemical Mfg, MO,38.65996,-94.36292,1
ACCI SPECIALTY MATERIALS LLC,Plastics and Resins, MO,38.65996,-94.36283,1
ACCLARENT INC,Metal Machinery Mfg, CA,37.47708,-122.14088,1
ACCLARENT INC,Metal Machinery Mfg, CA,37.477781,-122.140496,1
ACCO BRANDS,Paper Mills and Products, PA,40.56174,-78.10904,1
ACCO BRANDS INC,Plastics and Resins, IL,41.91098,-88.27741,1
ACCO BRANDS INC,Printing, CA,34.0337,-117.58796,1
ACCO BRANDS INC - PLEASANT PRAIRIE DISTR CNT,Plastics and Resins, WI,42.52409,-87.9031,1
ACCO USA INC,Metal Machinery Mfg, IL,42.124427,-87.910069,1
ACCOMACK COUNTY  NORTHERN LANDFILL,Waste Management, VA,37.90717,-75.53241,1
ACCOMACK COUNTY  NORTHERN LANDFILL,Waste Management, VA,37.907423,-75.535959,1
ACCOMACK COUNTY AIRPORT,Airports, VA,37.640833,-75.761666,1
ACCOMACK COUNTY LEACHATE TREATMENT FACILITY,Waste Management, VA,37.907178,-75.532413,1
ACCOMACK COUNTY NORTHERN LANDFILL,Waste Management, VA,37.90717,-75.53241,1
ACCOMACK COUNTY NORTHERN LANDFILL BORROW PIT,Waste Management, VA,37.883886,-75.538832,1
ACCOMACK COUNTY SOUTHERN LANDFILL,Waste Management, VA,37.649145,-75.79165,1
ACCO-NUTTING DIVISION,Metal Machinery Mfg, SD,44.924174,-97.159488,1
ACCORD CARTON,Printing, IL,41.682336,-87.772606,1
ACCORD/PEC,Metal Coating, WI,43.15319,-88.15483,1
ACCOTINK PUMPING STATION,Waste Management, VA,38.70805,-77.16333,1
ACCRA INDUSTRIES INC,Plastics and Resins, IL,42.46957,-89.05107,1
ACCRA INDUSTRIES  INC.,Plastics and Resins, IL,42.491151,-89.040688,1
ACCRA PAC GROUP,Chemical Mfg, IN,41.681604,-85.918792,1
ACCRA PAC GROUP,Waste Management, IN,41.681604,-85.918792,1
ACCRA PAC INCORPORATED,Chemical Mfg, IN,41.68142,-85.91919,1
ACCRATRONICS SEALS CORP,Electronics Industry, CA,34.19405,-118.33466,1
ACCREDITED REFINISHERS JOEL SANDOVAL DBA,Furniture and Carpet, CA,34.25599,-118.29874,1
ACCREDO PACKAGING SUGAR LAND MANUFACTURING FACILIT,Paper Mills and Products, TX,29.640799,-95.602929,1
ACCREDO PACKAGING SUGAR LAND MANUFACTURING FACILIT,Plastics and Resins, TX,29.640833,-95.603611,1
ACCU - SORT SYSTEMS INC,Electronics Industry, PA,40.329132,-75.29971,1
ACCU CROME PLATING CO INC,Metal Coating, CA,33.89224,-118.27694,1
ACCU LABS INC,Chemical Mfg, IL,41.80533,-87.70022,1
ACCU SPEC ELECTRONICS LLC,Electronics Industry, PA,41.99875,-80.15742,1
ACCU TECH MOLD & DE INC,Cleaning Product Mfg, LA,32.43284,-93.9056,1
ACCU-CHROME CORP,Metal Coating, OH,41.08373,-81.49669,1
ACCUCOTE INC @ JESSUP RD OFFICE PK,Metal Coating, NJ,39.84103,-75.192061,1
ACCUFAB INC,Metal Coating, PA,39.75931,-76.65949,1
ACCUFORM INVESTMENTS LLC,Printing, FL,28.47891,-82.45913,1
ACCU-FORM PRODUCTS  INC,Plastics and Resins, UT,37.18302,-113.33292,1
ACCUFORMS  INC,Printing, CA,34.19712,-118.48588,1
ACCUGEAR,Mining and Refining, IN,41.13997,-85.17963,1
ACCU-GLASS PRODUCTS,Electronics Industry, CA,34.28449,-118.42579,1
ACCU-GLASS PRODUCTS INC,Glass Products, CA,34.432441,-118.572682,1
ACCU-GRAPHICS INC,Printing, CA,34.0065,-118.23027,1
ACCULABS INC,Chemical Mfg, IL,41.80562,-87.7097,1
ACCUMATICS INC,Plastics and Resins, MI,42.65619,-83.61606,1
ACCUMED CORPORATION - MOCKSVILLE FACILITY ** INACTIVE **,Metal Machinery Mfg, NC,35.92857,-80.59222,1
ACCUMET ENGINEERING CORP,Electronics Industry, MA,42.3895,-71.51992,1
ACCUMET ENGINEERING INC,Metal Coating, MA,42.5334,-71.632,1
ACCUMETRICS  INC,Electronics Industry, NY,42.75964,-73.82055,1
ACCU-MOLD LLC,Plastics and Resins, IA,41.70283,-93.5687,1
ACCUNEX INC DBA ACCURATE ELECTRONICS,Electronics Industry, CA,34.263378,-118.592996,1
ACCUPAC,Cleaning Product Mfg, PA,40.282236,-75.354133,1
ACCUPAC MAINLAND PLT,Paints and Coatings, PA,40.256111,-75.353888,1
ACCUPAC  INC.,Cleaning Product Mfg, PA,40.253294,-75.283412,1
ACCUPACK PC BOARD & CABLE,Electronics Industry, TX,29.66335,-95.570161,1
ACCU-PRINT,Printing, MD,39.36118,-76.55375,1
ACCUPRINT INC,Printing, CA,37.33011,-121.9194,1
ACCURA BULLETS,Metal Coating, NV,39.22604,-119.65103,1
ACCURA OUTDOORS,Metal Coating, ID,43.569466,-116.541555,1
ACCURACY FIRST PRINTING,Printing, CO,39.71649,-105.00019,1
ACCURATE ANODIZING CORP,Metal Coating, IL,41.834982,-87.773656,1
ACCURATE ANODIZING INC,Metal Coating, CA,33.916321,-118.251543,1
ACCURATE BUSINESS MAILERS,Printing, MO,38.63394,-90.21288,1
ACCURATE CHROME,Metal Coating, CT,41.52726,-73.04039,1
ACCURATE DEWATERING SERVICE INC,Waste Management, IA,41.57407,-93.55498,1
ACCURATE DISPERSIONS,Paints and Coatings, IL,41.567269,-87.64487,1
ACCURATE DISPERSIONS,Paints and Coatings, IL,41.61308,-87.62107,1
ACCURATE DISPERSIONS,Paints and Coatings, IL,41.614283,-87.621816,1
ACCURATE ELECTRO PLATING INC,Metal Coating, PA,40.00253,-75.14717,1
ACCURATE ENGINEERING CORP,Electronics Industry, CA,34.17145,-118.36756,1
ACCURATE ENGINEERING  INC.,Electronics Industry, CA,34.22742,-118.38729,1
ACCURATE FINISHING,Paints and Coatings, CA,37.38309,-121.938615,1
ACCURATE FORKLIFT INC,Textiles and Leather, CA,38.37654,-122.71527,1
ACCURATE INC,Metal Coating, TX,30.56975,-97.4225,1
ACCURATE INDUSTRIES,Metal Coating, WA,47.31004,-122.235091,1
ACCURATE MACHINE & TOOL CORP,Metal Coating, AL,34.6844,-86.74498,1
ACCURATE MACHINE AND TOOL,Metal Coating, AL,34.6844,-86.74498,1
ACCURATE MARINE ENVIRONMENTAL - PORTSMOUTH,Waste Management, VA,36.82394,-76.315192,1
ACCURATE MARINE ENVIRONMENTAL  LLC,Petroleum, VA,36.801853,-76.297896,1
ACCURATE MARINE ENVIRONMENTAL  LLC,Waste Management, VA,36.801853,-76.297896,1
ACCURATE METAL FINISHING INC,Metal Coating, MA,42.15105,-71.02989,1
ACCURATE METAL FINISHING OF FLORIDA INC,Metal Coating, FL,28.3041,-80.71878,1
ACCURATE PLASTICS,Plastics and Resins, CO,40.13992,-105.12581,1
ACCURATE PLASTICS,Plastics and Resins, CO,40.16156,-105.11022,1
ACCURATE PLASTICS INC,Plastics and Resins, NY,40.92097,-73.89867,1
ACCURATE PLATING & WEAPONRY INC,Metal Coating, AL,31.462297,-85.263138,1
ACCURATE PLATING & WEAPONRY INC,Metal Coating, FL,27.985406,-82.757173,1
ACCURATE PLATING & WEAPONRY INC,Metal Coating, FL,27.999135,-82.697486,1
