Name,Type,Latitude,Logitude
Eden Lakes,Reservoir,36.1185,-78.9081
Eden Presettling Impoundment,Reservoir,36.4789,-79.7434
Edgison Lake,Reservoir,35.4795,-80.5681
Edmunson Pond,Reservoir,35.6808,-77.8587
Edwards Lake,Reservoir,35.5039,-80.7724
Efirds Lake,Reservoir,34.9901,-80.7448
Elizabeth Lake,Reservoir,34.7653,-77.417
Elkin Reservoir,Reservoir,36.2632,-80.8676
Ellis Pond,Reservoir,36.3018,-78.3464
Elmore Lake,Reservoir,35.6918,-81.0748
Elrod Pond,Reservoir,35.0535,-80.7898
Emerald Lake,Reservoir,35.8964,-82.1229
Emerson Lake,Reservoir,35.4897,-80.7375
Emile Gebel Lake,Reservoir,35.3218,-81.5415
Emily Babcock Lake,Reservoir,35.7885,-78.5497
Enka Lake,Reservoir,35.5333,-82.6564
Ennis Pond,Reservoir,35.2478,-78.8194
Episcopal Church Lake,Reservoir,35.4585,-81.0915
Eure Lake,Reservoir,35.2535,-79.9081
Evans Lake,Reservoir,35.1074,-78.8675
Evans Pond,Reservoir,35.6168,-78.8531
Everetts Lake,Reservoir,34.8146,-79.8837
Ewing Lake,Reservoir,35.2641,-79.7339
Executive Club Lake,Reservoir,35.2085,-81.3481
F J I Development Corporation Lake,Reservoir,35.7235,-81.2048
Faircloth Lake,Reservoir,35.8527,-79.1377
Fairfield Lake,Reservoir,35.1218,-83.0382
Fairfield Lake,Reservoir,36.0328,-79.8971
Fairfield Lake,Reservoir,35.127,-83.0419
Fairs Lake,Reservoir,34.7424,-79.5169
Fairview Wildlife,Reservoir,36.3261,-80.6995
Falls Lake,Reservoir,35.9418,-78.5814
Falls Reservoir,Reservoir,35.3951,-80.0748
Farlows Lake,Reservoir,35.6408,-79.805
Farmers Chemical Assoc Lake,Reservoir,36.3681,-76.8864
Fax Brown Lake,Reservoir,36.193,-80.7368
Fellowship Lake,Reservoir,36.0401,-79.1964
Fenners Pond,Reservoir,36.0328,-77.7778
Ferrelltown Lake,Reservoir,35.394,-80.7939
Few Lake,Reservoir,35.8799,-79.0024
Fiber Industies Water Supply Lake,Reservoir,35.2035,-81.5298
Fiber Lake,Reservoir,35.7089,-80.6145
Finchs Millpond,Reservoir,35.7655,-77.9999
Fisher Lake,Reservoir,35.0068,-83.3022
Fishers Lake,Reservoir,35.5107,-82.8162
Fishing Creek Millpond,Reservoir,36.1552,-77.743
Flat Top Mountain Lake,Reservoir,35.5768,-82.3765
Fleetwood Falls Lake,Reservoir,36.3001,-81.5448
Flowers Pond Number One,Reservoir,35.6452,-78.3397
Floyd Lake,Reservoir,34.8285,-77.5802
Fly Rod Lake,Reservoir,35.2609,-79.3933
Foglemans Lake,Reservoir,36.1697,-79.972
Fontana Lake,Reservoir,35.4292,-83.6469
Foote Mineral Reservoir,Reservoir,35.2101,-81.3548
Foote Mineral Tailings Pond,Reservoir,35.212,-81.3582
Forbis Lake,Reservoir,36.0037,-79.7285
Ford Lake,Reservoir,35.1514,-82.7721
Forest Lake,Reservoir,35.3638,-81.8791
Forest Lake,Reservoir,35.2051,-80.7198
Forest Lake,Reservoir,35.8635,-80.3948
Forest Lake,Reservoir,36.1235,-79.2797
Forest Oaks Lake,Reservoir,35.9953,-79.7171
Forrest Lake,Reservoir,35.0418,-78.9081
Forrest Lake,Reservoir,35.2179,-79.3047
Foster Lake,Reservoir,36.1418,-79.8998
Foster Lake,Reservoir,36.1846,-79.8669
Foster Pond,Reservoir,35.4368,-79.8381
Fowler Lake Number One,Reservoir,36.1418,-80.3581
Fowler Lake Number Two,Reservoir,36.1612,-80.3569
Fox Lake,Reservoir,34.9885,-78.3781
Fox Lake,Reservoir,35.168,-79.3475
Fox Lake,Reservoir,35.8585,-81.2898
Fox Mountain Lake,Reservoir,36.0034,-81.0038
Fox Pond,Reservoir,36.2968,-80.2131
Fox Reservoir,Reservoir,36.3215,-78.3743
Foxcroft Lake,Reservoir,35.8118,-78.5464
Frady Cove Lake,Reservoir,35.3184,-83.2365
Frady Lake,Reservoir,35.4407,-82.5223
Frank Little Pond,Reservoir,34.9166,-80.1304
Franklinton Reservoir,Reservoir,36.1058,-78.4737
Franklinton Reservoir Number Two,Reservoir,36.1101,-78.4714
Fraternal Order of Eagles Lake,Reservoir,35.3464,-81.8995
Frazier Lake,Reservoir,35.945,-78.9188
Fraziers Pond,Reservoir,36.1588,-77.9596
Fred Bahnson Number One Lake,Reservoir,36.0119,-80.4318
Fred Bahnson Number Two Lake,Reservoir,36.0145,-80.4269
Freemon Lake,Reservoir,36.0135,-79.8781
Friendly Lake,Reservoir,36.1131,-79.8895
Front Lake,Reservoir,35.2699,-82.4436
Frozen Lake,Reservoir,35.0928,-82.874
Fryar Lake,Reservoir,36.0918,-79.7208
Fryes Lake,Reservoir,35.4125,-80.6225
Fuller Pond,Reservoir,35.8752,-78.5847
Funderburks Lake,Reservoir,35.4213,-80.6186
Furr Lake,Reservoir,35.3397,-80.4653
G R Barbour Pond,Reservoir,35.4518,-78.5464
Gaddys Pond,Reservoir,34.899,-80.1525
Gainey Millpond,Reservoir,35.0863,-78.6773
Gaither Lake,Reservoir,35.6751,-81.2631
Gammons Pond,Reservoir,36.0452,-77.628
Gant Lake,Reservoir,36.1065,-79.4665
Gantt Lake,Reservoir,36.2051,-78.7547
Garris Pond,Reservoir,34.9141,-79.735
Gaston Country Club Lake,Reservoir,35.2085,-81.1465
Gaston County Farm Lake,Reservoir,35.3103,-81.2028
General Electric Lake Number Two,Reservoir,35.9168,-78.8364
George Penergrass Lake,Reservoir,36.1485,-80.6881
Gerrards Lake,Reservoir,36.0988,-79.5839
Gerringer-Goodman Pond,Reservoir,35.7452,-78.9164
Gibson Pond,Reservoir,34.9715,-79.6563
Gibsons Millpond,Reservoir,34.9781,-79.6738
Gilliam Lake,Reservoir,34.4868,-78.4281
Girl Scout Lake,Reservoir,35.9535,-81.3948
Gladdens Lake,Reservoir,35.5446,-81.1917
Glenville Lake,Reservoir,35.0717,-78.8998
Glossens Lake Number Three,Reservoir,35.7901,-80.3281
Glossons Lake Number One,Reservoir,35.7901,-80.3164
Glossons Lake Number One,Reservoir,35.7901,-80.3314
Godwins Lake,Reservoir,35.2952,-78.5264
Goire Pond,Reservoir,34.9311,-79.6484
Goodings Millpond,Reservoir,36.2377,-76.558
Gore Lake,Reservoir,35.2842,-82.598
Goss Lake,Reservoir,35.6185,-79.6948
Graham City Lake Number One,Reservoir,35.0952,-79.3364
Graham City Lake Number Two (historical),Reservoir,36.1085,-79.3281
Grandfather Mountain Lake,Reservoir,36.0973,-81.8537
Grandmother Lake,Reservoir,36.0745,-81.8431
Grandview Golf Lake,Reservoir,36.1618,-80.3498
Granite Lake,Reservoir,35.6193,-80.4469
Grant Lake,Reservoir,35.1296,-83.4202
Gray Casstevens Lake,Reservoir,36.1591,-80.7271
Great Falls Pond,Reservoir,34.9365,-79.7809
Green Lake Acres Pond,Reservoir,35.0173,-79.7322
Greenbrier Lake,Reservoir,34.8519,-79.2195
Greenes Pond,Reservoir,34.6409,-78.6209
Greenfield Lake,Reservoir,34.2107,-77.9374
Greenhill Lake,Reservoir,36.5533,-80.6305
Greensboro Country Park Lake Five A,Reservoir,36.1253,-79.8366
Greensboro Country Park Lake Five B,Reservoir,36.1293,-79.837
Greenwood Lake,Reservoir,35.1463,-80.9045
Gregory Lake,Reservoir,36.4468,-78.7197
Gregorys Lake,Reservoir,35.3938,-78.7005
Greshams Lake,Reservoir,35.8514,-78.3435
Grey Pond,Reservoir,35.7302,-78.8597
Griffin Lake,Reservoir,35.2253,-79.2828
Griffin Lake,Reservoir,35.6801,-81.3215
Griffith Lakes,Reservoir,35.3257,-80.8187
Grogan Estate Lake,Reservoir,36.3985,-79.9914
Groves Lake,Reservoir,35.4651,-82.4689
Grubbs Lake,Reservoir,36.1851,-80.2331
Guinns Mill Pond,Reservoir,34.8296,-79.6215
Gullers Lake,Reservoir,35.2018,-81.2298
Gum Swamp Lake,Reservoir,34.9109,-79.5639
Guptons Lake,Reservoir,36.1418,-78.4581
Gusher Knob Lake,Reservoir,35.9844,-82.0016
Guys Pond,Reservoir,35.4877,-78.7152
Hackett Lake,Reservoir,36.0356,-79.7346
Hackneys Mill Pond,Reservoir,35.7368,-79.4247
Hadleys Mill Pond,Reservoir,35.7151,-79.3064
Hall Lake,Reservoir,35.7135,-80.6981
Hall Pond,Reservoir,34.8408,-78.1624
Halls Pond,Reservoir,35.0167,-78.4485
Halls Pond,Reservoir,34.9665,-78.4364
Hamlet City Lake Upper,Reservoir,34.9022,-79.6667
Hammes Mill Pond,Reservoir,36.3683,-78.1556
Hammonds Pond,Reservoir,35.8535,-78.4681
Hampton Lake,Reservoir,35.1002,-83.0799
Hancock Lake,Reservoir,36.3135,-78.5831
Hanes Lake,Reservoir,36.1467,-80.3637
Hanging Rock Park Lake,Reservoir,36.3907,-80.2692
Hannas Lake,Reservoir,35.3168,-78.5979
Happys Lake,Reservoir,35.5602,-80.4957
Hardees Pond,Reservoir,35.5759,-77.3113
Hardens Pond (historical),Reservoir,35.9877,-76.8733
Hardin Lake,Reservoir,36.2368,-79.9231
Hardy Millpond,Reservoir,35.2108,-77.8039
Hardys Mill Pond,Reservoir,36.1802,-79.7138
Harold W Lees Pond,Reservoir,35.3435,-78.3897
Harold Wells Lake,Reservoir,35.0079,-84.0976
Harrells Lake,Reservoir,35.6885,-77.7714
Harringtons Pond,Reservoir,36.2751,-78.258
Harris Lake,Reservoir,35.409,-80.7204
Harris Lake,Reservoir,35.0501,-83.1942
Harris Millpond (historical),Reservoir,35.6632,-77.5264
Harris Pond Number Three,Reservoir,36.0468,-78.2264
Harris Pond Number Two,Reservoir,36.0487,-78.2307
Hart Lake,Reservoir,35.5833,-81.3529
Harwood Lakes,Reservoir,35.319,-80.9767
Hatchs Pond,Reservoir,35.8268,-78.8481
Hatfield Association Lake,Reservoir,35.8285,-80.8431
Hawkins Lake,Reservoir,35.3032,-82.6378
Hawks Lake,Reservoir,36.4282,-80.6626
Hawthorne Lake,Reservoir,35.8181,-80.854
Hayesville Reservoir,Reservoir,35.049,-83.828
Hayner Pond,Reservoir,35.3438,-78.5347
Haynes Estate Lake Number One,Reservoir,36.003,-80.3926
Haywoods Ponds,Reservoir,35.1536,-79.7298
Hearne Pond,Reservoir,34.9338,-79.719
Heart Lake,Reservoir,36.1451,-81.6888
Heather Lake,Reservoir,35.2218,-81.1615
Hedgepeth Pond,Reservoir,36.3832,-79.0556
Hedrick Lake,Reservoir,35.7451,-81.2131
Helms Lake,Reservoir,35.0243,-80.5305
Hemlock Lake,Reservoir,35.1431,-82.6894
Henderson City Lake,Reservoir,36.3185,-78.3714
Hendersonville Reservoir,Reservoir,35.419,-82.6768
Hendricks Lake,Reservoir,35.3749,-81.4973
Hendricks Pond,Reservoir,35.8539,-78.3313
Henredon Lake,Reservoir,35.7074,-81.7872
Henry Harris Lake,Reservoir,35.8405,-81.7862
Henry River Lake,Reservoir,35.6935,-81.4265
Henson Lake,Reservoir,36.1975,-79.9157
Herring Pond,Reservoir,34.9809,-76.6043
Hester Lake,Reservoir,36.2285,-78.8164
Hester Millpond,Reservoir,34.6266,-78.7986
Hester Pond,Reservoir,35.7874,-78.3292
Hesters Lake,Reservoir,36.3285,-79.7364
Hewitt Pond,Reservoir,35.4168,-79.8998
Hickory Nut Lower Lake,Reservoir,35.4301,-82.1682
Hickory Nut Upper Lake,Reservoir,35.4314,-82.1697
Hicks Pond,Reservoir,36.4854,-78.1586
Hidden Lake,Reservoir,35.1273,-83.1654
Hideaway Mountain Lake,Reservoir,35.0358,-84.2355
Higgins Lake,Reservoir,36.0491,-79.6898
High Lake,Reservoir,35.9718,-81.5098
High Meadows Lake,Reservoir,36.4118,-80.9948
High Point Lake,Reservoir,35.9971,-79.9485
High Rock Lake,Reservoir,35.1656,-82.6788
High Rock Lake,Reservoir,35.6007,-80.2351
High Shoals Lake,Reservoir,35.3968,-81.2065
Highlands Reservoir,Reservoir,35.0998,-83.2039
Hill Lake,Reservoir,35.8435,-81.0181
Hill Top Lake,Reservoir,36.1285,-80.3581
Hillside Lake,Reservoir,36.1235,-79.9231
Hillside Lake,Reservoir,36.1863,-79.874
Hinnants Lake,Reservoir,35.6695,-78.1037
Hinson Lake,Reservoir,34.9379,-79.7449
Hiwassee Lake,Reservoir,35.1529,-84.178
Hobbs Lake,Reservoir,36.2105,-79.9426
Hobbs Pond,Reservoir,34.9252,-78.3968
Hodge Lake,Reservoir,35.3584,-83.1582
Hodgins Pond,Reservoir,34.8935,-79.2097
Hoerner Waldorf Pond,Reservoir,36.1045,-77.5408
Hoffman Lake,Reservoir,35.7718,-78.8164
Hoffners Lake,Reservoir,35.8182,-80.51
Hogan Lake,Reservoir,35.9489,-79.1033
Hogan Lake,Reservoir,34.9927,-79.9511
Hogback Lake,Reservoir,35.1177,-83.0146
Hokes Pond,Reservoir,35.7652,-77.5485
Holdings Pond,Reservoir,35.9575,-78.5104
Holiday Acres Lake,Reservoir,35.7835,-78.8047
Holiday Lake,Reservoir,35.4969,-79.2153
Holiday Lake Upper,Reservoir,35.4951,-79.2203
Hollaman Lake,Reservoir,35.4033,-82.5453
Holland Lake,Reservoir,35.1771,-79.295
Hollifield Lake,Reservoir,35.4336,-81.2968
Holly Berry Mountain Lake,Reservoir,35.0681,-83.1206
Holly Farms Lagoon,Reservoir,36.1535,-81.1331
Holly Hills Pond,Reservoir,35.0777,-79.4823
Holmes Pond,Reservoir,35.1638,-78.8796
Holyfield Lake,Reservoir,36.3663,-80.7813
Homer Burgess Lake,Reservoir,35.4474,-83.3282
Honkers Hollow Lake,Reservoir,36.2331,-79.9917
Hooper Creek Lake,Reservoir,35.2018,-82.1398
Hoopers Creek Lake,Reservoir,35.4625,-82.4084
Hope Mills Lake,Reservoir,34.983,-78.9491
Horns Old Millpond,Reservoir,34.4564,-79.1917
Horton Pond Number One,Reservoir,36.3051,-78.8914
Houses Pond,Reservoir,35.1879,-78.3799
Howard Lake,Reservoir,36.1771,-80.7265
Howard Pond,Reservoir,34.9917,-78.5302
Hughes Pond,Reservoir,34.8854,-79.0036
Hunsuckle Lake,Reservoir,36.1768,-79.8686
Hunt Lake,Reservoir,35.9424,-79.7678
Hunters Millpond,Reservoir,36.436,-76.6108
Hurley Lake,Reservoir,35.5751,-79.8614
Hurricane Lake,Reservoir,35.1213,-83.1276
Hussey Pond,Reservoir,35.1439,-77.7793
Hutaff Lake,Reservoir,35.087,-79.0227
Hutchens Lake,Reservoir,36.0428,-80.015
Hyco Lake,Reservoir,36.4769,-79.1026
Hylton Lake,Reservoir,35.7692,-79.8359
Ida Mill Pond,Reservoir,34.8017,-79.5311
Idols Reservoir,Reservoir,35.9751,-80.3981
Il Penseroso Acres Lake,Reservoir,35.8079,-79.1616
Indian Camp Lake,Reservoir,35.0113,-79.5738
Indian Lake Upper,Reservoir,35.1568,-82.9399
Infinity Rd Raw Water Reservoir,Reservoir,36.0901,-78.8681
Inman Brothers Lake,Reservoir,36.2101,-80.1414
Inmans Lake,Reservoir,34.3811,-78.7053
Innisfree Lake,Reservoir,35.3857,-82.5264
Intermont Lake,Reservoir,35.1068,-83.0015
Inver Lochy Lake,Reservoir,36.1213,-81.8356
Isothermal Community College Lake,Reservoir,35.3391,-81.912
J and J Fishing Lake,Reservoir,35.5968,-82.6432
J B White Lake,Reservoir,35.7578,-79.9325
J C Keith Lake,Reservoir,35.0238,-79.0213
J R Wells Lake A,Reservoir,35.2885,-78.0097
J S Hedgecock Lake,Reservoir,36.3923,-80.205
J W Stowe Lake,Reservoir,35.1673,-81.025
Jackson Training School Lake,Reservoir,35.3645,-80.6192
Jacksons Pond,Reservoir,35.1402,-78.4897
James Dobbins Lake,Reservoir,36.0751,-80.6948
James Hoover Johnson Pond,Reservoir,35.4702,-79.0597
James Lake,Reservoir,35.6551,-81.3281
James Pond,Reservoir,34.8182,-79.7017
Jamestown Quarry Lake,Reservoir,35.9651,-79.9181
Jeffers Lake,Reservoir,35.2342,-82.574
Jefferson Club Lake,Reservoir,36.138,-79.8744
Jeffries Pond,Reservoir,35.9485,-78.158
Jenkins Lake,Reservoir,35.1615,-83.1228
Jenkins Pond,Reservoir,34.9349,-79.6987
Jernigan Pond,Reservoir,35.2801,-78.5606
Jernigans Pond,Reservoir,35.3486,-78.6754
Jesse Cole Lake,Reservoir,36.0435,-78.9664
Jessups Pond,Reservoir,34.8639,-78.7274
Jim Frazier Lake,Reservoir,36.2124,-80.721
Joe Hamme Jr Lake,Reservoir,36.2235,-78.5414
Joe Hamme Sr Lake,Reservoir,36.3101,-78.5464
Joe Hughes Pond,Reservoir,34.9602,-76.9263
John Bunch Lake,Reservoir,35.7218,-79.8614
Johns Pond,Reservoir,34.6912,-79.4319
Johnson County Wildlife Pond,Reservoir,35.5618,-78.3681
Johnson Lake,Reservoir,35.1485,-80.9358
Johnson Pond,Reservoir,35.5407,-78.751
Johnson Pond,Reservoir,36.4538,-77.8496
Johnson Pond Number Four,Reservoir,36.3485,-77.5147
Johnson Pond Number Three,Reservoir,36.3535,-77.5064
Johnsons Lake,Reservoir,34.8652,-78.0514
Johnsons Pond,Reservoir,35.6135,-78.7564
Johnstons Pond,Reservoir,36.3585,-77.518
Johnstons Pond-B,Reservoir,36.3568,-77.5197
Jones Lake,Reservoir,35.5815,-81.0798
Jones Lake,Reservoir,35.7735,-78.5764
Jones Millpond,Reservoir,36.5418,-76.5705
Jones Pond,Reservoir,36.1629,-80.2098
Jones Pond,Reservoir,34.7517,-79.4907
Jones Pond,Reservoir,35.1158,-80.2632
Jones Pond,Reservoir,35.9901,-78.5831
Jonesville Golf Course Lake,Reservoir,36.2149,-80.8716
Jordan Pond,Reservoir,35.2896,-79.7059
Jordans Lake,Reservoir,35.2715,-82.4354
Jordans Millpond,Reservoir,36.5202,-77.425
Joseph Allred Lake,Reservoir,36.0171,-79.7512
Joyce Lake,Reservoir,36.3168,-79.6181
Joyners Lake,Reservoir,36.1318,-80.1148
Julians Lake,Reservoir,35.6085,-78.6531
Jump-Off Mountain Lake,Reservoir,35.2868,-82.6065
K and W Lake,Reservoir,36.1747,-80.3297
Kaiser Lake,Reservoir,35.1789,-82.827
Kannapolis Lake,Reservoir,35.513,-80.6463
Kanuga Lake,Reservoir,35.2615,-82.5186
Kaye Thompson Lake,Reservoir,35.3685,-82.1732
Keasler Lake,Reservoir,35.3614,-80.7075
Keen Pond,Reservoir,35.4852,-78.4614
Kellys Pond,Reservoir,35.2526,-78.9625
Kellys Pond,Reservoir,35.228,-77.5466
Kenmure Pond,Reservoir,35.2681,-82.4633
Kennedy Lake,Reservoir,35.3693,-81.4976
Kennedy Lake,Reservoir,35.801,-79.5922
Kenneth Raymer Lake,Reservoir,35.751,-80.9309
Kernersville Lake,Reservoir,36.1518,-80.1031
Kiest Lake,Reservoir,35.1668,-79.1014
King Lake,Reservoir,35.9051,-79.9231
King Pond,Reservoir,35.7791,-79.0891
Kings Mountain City Lake Number Two,Reservoir,35.1936,-81.3507
Kings Mountain Mica Company Lake,Reservoir,35.2205,-81.3481
Kings Mountain Number One Lake,Reservoir,35.2018,-81.3459
Kings Mountain Reservoir,Reservoir,35.2817,-81.4558
Kings Pond,Reservoir,34.9776,-79.046
Kings Pond,Reservoir,35.8851,-78.8014
Kinsey Jones Pond,Reservoir,35.0974,-77.9336
Kinsman Lake,Reservoir,34.8943,-79.7102
Kiser Lake,Reservoir,36.3874,-80.33
Kivett Lake,Reservoir,35.9431,-79.9519
Kivett Lake Number One,Reservoir,35.7552,-79.8801
Kleine Lake,Reservoir,35.3525,-82.5731
Knapdale Pond,Reservoir,34.8869,-79.0187
Knolls Association Lake,Reservoir,35.6168,-81.2315
Knox Surratt Lake,Reservoir,35.1835,-81.5615
Kornbow Lake,Reservoir,35.103,-78.934
Krinshaw Pond,Reservoir,34.8165,-79.7039
Lagoon A,Reservoir,35.3368,-81.3048
Lagoon D,Reservoir,35.3458,-81.3087
Lake Adger,Reservoir,35.3378,-82.2113
Lake Andrew Acres,Reservoir,35.7152,-78.3447
Lake Ann,Reservoir,34.5361,-78.2138
Lake Anne,Reservoir,35.8507,-78.5518
Lake Arrowhead,Reservoir,35.1372,-82.6523
Lake Ashnoca,Reservoir,35.5595,-82.621
Lake Austin,Reservoir,35.3802,-78.3831
Lake Avocet,Reservoir,35.6033,-78.8719
Lake Bagget,Reservoir,35.0439,-79.6227
Lake Bay,Reservoir,35.192,-79.299
Lake Benson,Reservoir,35.6103,-78.2078
Lake Brandt,Reservoir,36.1722,-79.8626
Lake Brooks,Reservoir,35.4421,-82.0043
Lake Burlington,Reservoir,36.2024,-79.4193
Lake Burlington Sediment Pool,Reservoir,36.2235,-79.4114
Lake Burlington Sediment Pool Number Two,Reservoir,36.2318,-79.3997
Lake Butner,Reservoir,36.1668,-78.7731
Lake Cammack,Reservoir,36.1768,-79.4114
Lake Charles,Reservoir,35.4785,-82.2534
Lake Charles,Reservoir,34.9665,-78.9789
Lake Charles,Reservoir,35.0791,-83.3578
Lake Cherokee,Reservoir,35.0623,-84.1664
Lake Coma,Reservoir,35.4631,-82.5533
Lake Concord,Reservoir,35.4806,-80.5891
Lake Corriher,Reservoir,35.5641,-80.6117
Lake Curtis,Reservoir,35.2836,-82.3765
Lake David,Reservoir,35.6212,-81.9067
Lake Desmond,Reservoir,36.0653,-80.4367
Lake Devin,Reservoir,36.3036,-78.6251
Lake Dillsboro,Reservoir,35.3668,-83.2499
Lake Eden,Reservoir,35.6297,-82.3626
Lake Elton,Reservoir,35.9268,-78.8964
Lake Emory,Reservoir,35.2135,-83.3692
Lake Euphemia,Reservoir,36.0851,-79.8556
Lake Evens,Reservoir,35.537,-82.331
Lake Falls,Reservoir,35.259,-82.4731
Lake Falmouth,Reservoir,36.0702,-80.4358
Lake Fisher,Reservoir,35.4972,-80.5744
Lake Frances,Reservoir,35.2594,-82.743
Lake Gaston,Reservoir,36.5359,-78.0552
Lake Glenville,Reservoir,35.1732,-83.1464
Lake Hamilton,Reservoir,36.0866,-79.8657
Lake Hazel,Reservoir,36.3956,-79.7117
Lake Herman,Reservoir,36.1715,-79.7285
Lake Hickory,Reservoir,35.7968,-81.315
Lake Hickory,Reservoir,35.7318,-81.1881
Lake Higgins,Reservoir,36.1608,-79.8892
Lake Hills,Reservoir,36.1877,-80.3516
Lake Holton,Reservoir,35.2411,-78.9499
Lake Hosea,Reservoir,35.2167,-82.3777
Lake Houser,Reservoir,35.2237,-81.7294
Lake Hughes,Reservoir,36.0418,-78.6514
Lake Hunt,Reservoir,36.3257,-79.7259
Lake James,Reservoir,35.7376,-81.9529
Lake Jo,Reservoir,35.2674,-80.8445
Lake Johnson,Reservoir,35.7863,-78.3442
Lake Johnson,Reservoir,35.7497,-78.6207
Lake Julian,Reservoir,35.4752,-82.537
Lake Junaluska,Reservoir,35.5251,-82.9717
Lake Kathleen,Reservoir,35.2518,-80.994
Lake Kawahna,Reservoir,36.0529,-81.8771
Lake Kenilworth,Reservoir,35.5794,-82.5312
Lake Lauderdale,Reservoir,35.4552,-78.4114
Lake Laurel,Reservoir,36.4042,-80.8812
Lake Laurel,Reservoir,36.4085,-80.8865
Lake Lee,Reservoir,34.9629,-80.5152
Lake LeMar,Reservoir,36.3974,-79.6918
Lake Levinson,Reservoir,35.4052,-78.385
Lake Logan,Reservoir,35.4234,-82.9249
Lake Lookout,Reservoir,35.7679,-81.1018
Lake Louellen,Reservoir,35.2028,-82.5617
Lake Louise,Reservoir,35.689,-82.5701
Lake Louise,Reservoir,36.4017,-80.9818
Lake Lure,Reservoir,35.4359,-82.1998
Lake Lynn,Reservoir,35.4006,-80.5296
Lake Lynn,Reservoir,35.8701,-78.6914
Lake Lynn,Reservoir,34.9826,-78.8944
Lake MacArthur,Reservoir,35.1804,-79.2573
Lake Maree,Reservoir,34.953,-80.0392
Lake McCrady,Reservoir,35.2719,-82.5147
Lake McKay,Reservoir,35.2381,-78.952
Lake McKenzie,Reservoir,35.1703,-79.5792
Lake McNeill,Reservoir,34.8888,-79.1367
Lake McPhaul,Reservoir,35.1372,-79.3717
Lake Michael,Reservoir,36.1085,-79.2497
Lake Michie,Reservoir,36.1501,-78.8297
Lake Mirl,Reservoir,35.8554,-78.4808
Lake Monroe,Reservoir,34.935,-80.5226
Lake Montonia,Reservoir,35.2018,-81.3315
Lake Norman,Reservoir,35.5417,-80.9382
Lake Orange,Reservoir,36.1471,-79.15
Lake Overlook,Reservoir,36.0417,-79.0568
Lake Palcoy,Reservoir,35.5323,-82.9565
Lake Pinehurst,Reservoir,35.1701,-79.4882
Lake Plaza,Reservoir,35.253,-80.7732
Lake Powhatan,Reservoir,35.4827,-82.6256
Lake Property,Reservoir,36.025,-79.8166
Lake Providence,Reservoir,35.0686,-80.7824
Lake Raleigh,Reservoir,35.7649,-78.6822
Lake Reidsville,Reservoir,36.2801,-79.6611
Lake Rim,Reservoir,35.0363,-79.0403
Lake Royale,Reservoir,35.9704,-78.1989
Lake Rugby,Reservoir,35.357,-82.5311
Lake Sagamore,Reservoir,35.9678,-78.1969
Lake Sandy Plains,Reservoir,35.2415,-82.1009
Lake Sequoyah,Reservoir,35.0624,-83.2213
Lake Shelia,Reservoir,35.1909,-82.375
Lake Shore,Reservoir,35.9301,-78.8331
Lake Stel,Reservoir,35.3204,-82.5195
Lake Summit,Reservoir,35.2256,-82.415
Lake Surf,Reservoir,35.2152,-79.1847
Lake Sutton,Reservoir,34.3016,-78.0025
Lake Tabor,Reservoir,34.1627,-78.8597
Lake Tahoe,Reservoir,35.3094,-82.6717
Lake Tahoma,Reservoir,35.7268,-82.0843
Lake Taroga,Reservoir,35.1419,-82.7335
Lake Tillery,Reservoir,35.2211,-80.0863
Lake Tom-A-Lex,Reservoir,35.8718,-80.1931
Lake Tomahawk,Reservoir,35.6188,-82.3289
Lake Townsend,Reservoir,36.1686,-79.7742
Lake Toxaway,Reservoir,35.1345,-82.9408
Lake Trace,Reservoir,35.4105,-79.1025
Lake Tut,Reservoir,34.8006,-78.0392
Lake Twitty,Reservoir,35.0368,-80.4745
Lake Twitty,Reservoir,35.0287,-80.4915
Lake Unity,Reservoir,36.0118,-78.8114
Lake Vance,Reservoir,35.3418,-78.4714
Lake View,Reservoir,36.2235,-78.3014
Lake View Estates Pond,Reservoir,36.1314,-79.3853
Lake Wackena,Reservoir,35.3035,-77.8647
Lake Walter,Reservoir,35.0278,-78.9106
Lake Wanteska,Reservoir,35.1499,-82.7665
Lake Wheeler,Reservoir,35.6929,-78.6942
Lake William,Reservoir,35.0282,-79.0759
Lake Williams,Reservoir,36.4746,-77.6602
Lake Williams,Reservoir,35.4802,-79.0931
Lake Wilson,Reservoir,35.7933,-77.9243
Lake Windermere,Reservoir,35.0913,-80.8134
Lake Wood,Reservoir,35.7226,-79.9028
Lake Woussicket,Reservoir,36.2192,-80.1882
Lake Wright,Reservoir,35.5869,-80.6386
Lake Wylie,Reservoir,35.0991,-81.0435
Lakewood Lake,Reservoir,36.1434,-79.6864
Lambert Lake,Reservoir,36.2248,-79.9443
Lambert Mill Dam,Reservoir,35.5317,-79.7377
Land Harbors Lake,Reservoir,36.0388,-81.8912
Landis Water Reservoir Lake,Reservoir,35.5845,-80.6323
Lands Pond,Reservoir,35.9558,-78.2909
Langdon Pond,Reservoir,35.5685,-78.5714
Larry Ball Lake,Reservoir,35.3108,-82.3686
Larry McCullen Pond,Reservoir,35.0039,-78.0505
Lasater Mill Pond,Reservoir,36.0251,-80.4198
Lassiter Pond,Reservoir,35.4818,-78.4414
Laurel Falls Lake,Reservoir,35.234,-82.7612
Laurel Lake,Reservoir,35.597,-82.3353
Laurel Lake,Reservoir,35.8663,-82.1104
